Tip document,Nr. factura,Data factura,Furnizor,Suma factura (lei),Baza TVA (lei),Baza TVA 0 (lei),Valoare TVA (lei)
Factura        ,72007514,06.05.2020 00:00:00,EUROPAPIER ROMANIA SRL,2320.5,1950,0,370.5
Factura        ,7021483,07.05.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,1034.69,869.49,0,165.2
Factura        ,72007627,08.05.2020 00:00:00,EUROPAPIER ROMANIA SRL,1192.36,1001.97,0,190.39
Factura        ,1076314,11.05.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,1138.82,956.99,0,181.83
Factura        ,5206,12.05.2020 00:00:00,KOLOS GROUP SRL,605.94,509.19,0,96.75
Factura        ,7021552,13.05.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,20.24,17,0,3.24
Factura        ,1918,15.05.2020 00:00:00,PIM SERVICE SRL,1549.55,1302.07,0,247.48
Factura        ,72008027,18.05.2020 00:00:00,EUROPAPIER ROMANIA SRL,3848.65,3234.14,0,614.51
Factura        ,674775,19.05.2020 00:00:00,CONCRET CONSULT SRL,834.77,701.37,0,133.4
Factura        ,674776,19.05.2020 00:00:00,CONCRET CONSULT SRL,512.27,430.44,0,81.83
Factura        ,72008349,21.05.2020 00:00:00,EUROPAPIER ROMANIA SRL,2671.73,2245.15,0,426.58
Factura        ,7021741,25.05.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,1430.44,1202.02,0,228.42
Factura        ,7021786,27.05.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,321.66,270.3,0,51.36
Factura        ,7021835,28.05.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,332.47,279.38,0,53.09
Factura        ,1922,02.06.2020 00:00:00,PIM SERVICE SRL,1950,1635.41,0,314.59
Factura        ,676914,03.06.2020 00:00:00,CONCRET CONSULT SRL,1361.86,1144.4,0,217.46
Factura        ,676915,03.06.2020 00:00:00,CONCRET CONSULT SRL,673.6,566.04,0,107.56
Factura        ,26163 19,04.06.2020 00:00:00,ADISON COMPANY S.R.L.,419.87,352.83,0,67.04
Factura        ,677675,10.06.2020 00:00:00,CONCRET CONSULT SRL,1147.52,964.29,0,183.23
Factura        ,72009379,10.06.2020 00:00:00,EUROPAPIER ROMANIA SRL,8165.13,6861.45,0,1303.68
Factura        ,2089690,11.06.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,831.64,698.85,0,132.79
Factura        ,41809,11.06.2020 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,566.92,476.4,0,90.52
Factura        ,5281,11.06.2020 00:00:00,KOLOS GROUP SRL,1025.88,862.08,0,163.8
Factura        ,7022011,11.06.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,999.28,839.7,0,159.58
Factura        ,10559,12.06.2020 00:00:00,PHONUS SRL,301.67,253.5,0,48.17
Factura        ,72009552,12.06.2020 00:00:00,EUROPAPIER ROMANIA SRL,2788.73,2343.43,0,445.3
Factura        ,7022128,17.06.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,2174.15,1827,0,347.15
Factura        ,10616,22.06.2020 00:00:00,PHONUS SRL,1785,1500,0,285
Factura        ,7022199,23.06.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,900.56,756.76,0,143.8
Factura        ,680353,26.06.2020 00:00:00,CONCRET CONSULT SRL,646.7,543.44,0,103.26
Factura        ,7022301,29.06.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,194.35,163.32,0,31.03
Factura        ,575,30.06.2020 00:00:00,VERLA SRL,790.27,664,0,126.27
Factura        ,1275,02.07.2020 00:00:00,ARTIS IT SOLUTIONS SRL,1130.5,950,0,180.5
Factura        ,7022361,02.07.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,244.79,205.7,0,39.09
Factura        ,7022426,08.07.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,623.24,523.73,0,99.51
Factura        ,72011295,09.07.2020 00:00:00,EUROPAPIER ROMANIA SRL,3601.67,3026.58,0,575.09
Factura        ,1943,10.07.2020 00:00:00,PIM SERVICE SRL,1400,1173.37,0,226.63
Factura        ,72011673,16.07.2020 00:00:00,EUROPAPIER ROMANIA SRL,177.31,149,0,28.31
Factura        ,102592,20.07.2020 00:00:00,ANEMONA COM SRL,344.39,289.4,0,54.99
Factura        ,56868,21.07.2020 00:00:00,TRAOLI SRL,418.02,351.28,0,66.74
Factura        ,2092921,24.07.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,489.34,411.21,0,78.13
Factura        ,7022664,24.07.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,676.77,568.71,0,108.06
Factura        ,72012362,27.07.2020 00:00:00,EUROPAPIER ROMANIA SRL,1392.5,1170.16,0,222.34
Factura        ,7022723,28.07.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,254.01,213.44,0,40.57
Factura        ,2093289,29.07.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,249.09,209.32,0,39.77
Factura        ,684968,30.07.2020 00:00:00,CONCRET CONSULT SRL,817.83,687.24,0,130.59
Factura        ,684969,30.07.2020 00:00:00,CONCRET CONSULT SRL,614.71,516.56,0,98.15
Factura        ,1500010089,31.07.2020 00:00:00,ROMANIAN PAPER DISTRIBUTION SRL,1052.9,884.79,0,168.11
Factura        ,7022780,31.07.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,402.08,337.88,0,64.2
Factura        ,5420,04.08.2020 00:00:00,KOLOS GROUP SRL,1665.89,1399.89,0,266
Factura        ,7022905,07.08.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,547.55,460.1,0,87.45
Factura        ,7023015,14.08.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,373.99,314.28,0,59.71
Factura        ,31991,17.08.2020 00:00:00,ARTIS IT SOLUTIONS SRL,1190,1000,0,190
Factura        ,687252,17.08.2020 00:00:00,CONCRET CONSULT SRL,356.93,299.94,0,56.99
Factura        ,7023041,17.08.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,244.28,205.28,0,39
Factura        ,7023184,24.08.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,742.92,624.3,0,118.62
Factura        ,103212,27.08.2020 00:00:00,ANEMONA COM SRL,664.02,558,0,106.02
Factura        ,130847,27.08.2020 00:00:00,LANDER SPORT SRL,834.67,701.4,0,133.27
Factura        ,2743,31.08.2020 00:00:00,PROFI PAPER SRL,2618,2200,0,418
Factura        ,7023316,01.09.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,557.8,468.73,0,89.07
Factura        ,2096013,02.09.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,345.09,289.99,0,55.1
Factura        ,31884,02.09.2020 00:00:00,ADISON COMPANY S.R.L.,906.45,761.72,0,144.73
Factura        ,2096134,03.09.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,265.38,223,0,42.38
Factura        ,689890,03.09.2020 00:00:00,CONCRET CONSULT SRL,767.25,644.74,0,122.51
Factura        ,7023450,08.09.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,773.7,650.15,0,123.55
Factura        ,1465,09.09.2020 00:00:00,PIM SERVICE SRL,1770.18,1486.91,0,283.27
Factura        ,1500010494,09.09.2020 00:00:00,ROMANIAN PAPER DISTRIBUTION SRL,1137.64,956,0,181.64
Factura        ,1571,10.09.2020 00:00:00,POL INVEST SRL,606.9,510,0,96.9
Factura        ,1120113204,15.09.2020 00:00:00,MONS MEDIUS SOLUTIONS S.A.,625.92,525.42,0,100.5
Factura        ,5553,15.09.2020 00:00:00,KOLOS GROUP SRL,2068.67,1730.92,0,337.75
Factura        ,7023668,15.09.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,2036.61,1711.41,0,325.2
Factura        ,72015788,15.09.2020 00:00:00,EUROPAPIER ROMANIA SRL,61.05,51.3,0,9.75
Factura        ,72015795,15.09.2020 00:00:00,EUROPAPIER ROMANIA SRL,3093.84,2599.86,0,493.98
Factura        ,103626,17.09.2020 00:00:00,ANEMONA COM SRL,435.73,366.16,0,69.57
Factura        ,692415,18.09.2020 00:00:00,CONCRET CONSULT SRL,1270.16,1067.36,0,202.8
Factura        ,7113461,18.09.2020 00:00:00,DACORA PRINT SRL,2108.97,1772.24,0,336.73
Factura        ,3022,19.09.2020 00:00:00,PROFI PAPER SRL,2618,2200,0,418
Factura        ,3023,20.09.2020 00:00:00,PROFI PAPER SRL,2618,2200,0,418
Factura        ,692760,21.09.2020 00:00:00,CONCRET CONSULT SRL,537.56,451.73,0,85.83
Factura        ,2098546,23.09.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,530.76,446,0,84.76
Factura        ,7023908,23.09.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,1097.15,921.95,0,175.2
Factura        ,32412,24.09.2020 00:00:00,ARTIS IT SOLUTIONS SRL,2332.4,1960,0,372.4
Factura        ,131351,25.09.2020 00:00:00,LANDER SPORT SRL,629.88,529.2,0,100.68
Factura        ,72016666,25.09.2020 00:00:00,EUROPAPIER ROMANIA SRL,1513.28,1270.08,0,243.2
Factura        ,693901,28.09.2020 00:00:00,CONCRET CONSULT SRL,1403.34,1179.27,0,224.07
Factura        ,72016751,28.09.2020 00:00:00,EUROPAPIER ROMANIA SRL,3521.81,2959.5,0,562.31
Factura        ,11005,29.09.2020 00:00:00,PHONUS SRL,885.36,744,0,141.36
Factura        ,72017155,02.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,2118.2,1780,0,338.2
Factura        ,72017211,02.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,424.83,357,0,67.83
Factura        ,72017236,05.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,2978.61,2503,0,475.61
Factura        ,1479,06.10.2020 00:00:00,PIM SERVICE SRL,1485,1247.9,0,237.1
Factura        ,72017355,06.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,1426.89,1199.03,0,227.86
Factura        ,5634,08.10.2020 00:00:00,KOLOS GROUP SRL,769.41,646.56,0,122.85
Factura        ,1000456970,09.10.2020 00:00:00,ANTALIS SA,973.92,818.3,0,155.62
Factura        ,695988,09.10.2020 00:00:00,CONCRET CONSULT SRL,1199.58,1008.05,0,191.53
Factura        ,695989,09.10.2020 00:00:00,CONCRET CONSULT SRL,296.78,249.39,0,47.39
Factura        ,7024229,09.10.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,354.69,298.04,0,56.65
Factura        ,72017633,09.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,2742.16,2300.98,0,441.18
Factura        ,72017675,09.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,701.8,589.75,0,112.05
Factura        ,1086364,12.10.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,615.01,516.81,0,98.2
Factura        ,1500010826,12.10.2020 00:00:00,ROMANIAN PAPER DISTRIBUTION SRL,730.16,613.58,0,116.58
Factura        ,2100319,12.10.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,688.37,578.46,0,109.91
Factura        ,696178,12.10.2020 00:00:00,CONCRET CONSULT SRL,3099.26,2604.4,0,494.86
Factura        ,696179,12.10.2020 00:00:00,CONCRET CONSULT SRL,729.24,612.8,0,116.44
Factura        ,696180,12.10.2020 00:00:00,CONCRET CONSULT SRL,561.74,472.05,0,89.69
Factura        ,7024273,12.10.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,788.47,662.58,0,125.89
Factura        ,72017719,12.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,2106.3,1770,0,336.3
Factura        ,34789,13.10.2020 00:00:00,ADISON COMPANY S.R.L.,567.4,476.81,0,90.59
Factura        ,7114144,13.10.2020 00:00:00,DACORA PRINT SRL,1999.83,1680.53,0,319.3
Factura        ,72017866,13.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,2118.2,1780,0,338.2
Factura        ,104137,14.10.2020 00:00:00,ANEMONA COM SRL,563.74,473.73,0,90.01
Factura        ,3103,14.10.2020 00:00:00,PROFI PAPER SRL,2618,2200,0,418
Factura        ,7024327,14.10.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,216.2,181.68,0,34.52
Factura        ,72018092,15.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,4294.19,3608.56,0,685.63
Factura        ,859,15.10.2020 00:00:00,PIM SERVICE SRL,2115.41,1775.2,0,340.21
Factura        ,72018216,16.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,478.36,401.97,0,76.39
Factura        ,697689,20.10.2020 00:00:00,CONCRET CONSULT SRL,121.52,102,0,19.52
Factura        ,7024588,28.10.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,613.27,515.34,0,97.93
Factura        ,72019006,28.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,913.92,768,0,145.92
Factura        ,72019062,28.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,1076.89,904.94,0,171.95
Factura        ,72019165,29.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,2562.95,2153.74,0,409.21
Factura        ,7024635,30.10.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,250.75,210.7,0,40.05
Factura        ,72019222,30.10.2020 00:00:00,EUROPAPIER ROMANIA SRL,4236.4,3560,0,676.4
Factura        ,72019652,05.11.2020 00:00:00,EUROPAPIER ROMANIA SRL,791.64,664.72,0,126.92
Factura        ,701996,06.11.2020 00:00:00,CONCRET CONSULT SRL,281.62,236.65,0,44.97
Factura        ,72019727,06.11.2020 00:00:00,EUROPAPIER ROMANIA SRL,2771.96,2329.31,0,442.65
Factura        ,72019915,10.11.2020 00:00:00,EUROPAPIER ROMANIA SRL,2070.6,1740,0,330.6
Factura        ,1434,11.11.2020 00:00:00,VERLA SRL,595.53,500,0,95.53
Factura        ,2103090,11.11.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,769.48,646.62,0,122.86
Factura        ,702707,11.11.2020 00:00:00,CONCRET CONSULT SRL,947.99,796.62,0,151.37
Factura        ,72020012,11.11.2020 00:00:00,EUROPAPIER ROMANIA SRL,2728.15,2292.56,0,435.59
Factura        ,36686,12.11.2020 00:00:00,ADISON COMPANY S.R.L.,420.25,353.15,0,67.1
Factura        ,5758,16.11.2020 00:00:00,KOLOS GROUP SRL,1666.85,1393.24,0,273.61
Factura        ,7024905,16.11.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,549.09,461.4,0,87.69
Factura        ,72020332,16.11.2020 00:00:00,EUROPAPIER ROMANIA SRL,6983.72,5868.53,0,1115.19
Factura        ,5763,17.11.2020 00:00:00,KOLOS GROUP SRL,769.41,646.56,0,122.85
Factura        ,703635,17.11.2020 00:00:00,CONCRET CONSULT SRL,1185.79,996.46,0,189.33
Factura        ,7024963,18.11.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,416.74,350.2,0,66.54
Factura        ,1000460519,19.11.2020 00:00:00,ANTALIS SA,2456.16,2064,0,392.16
Factura        ,1605,20.11.2020 00:00:00,PIM SERVICE SRL,1444.85,1214.14,0,230.71
Factura        ,72020993,23.11.2020 00:00:00,EUROPAPIER ROMANIA SRL,1523.2,1280,0,243.2
Factura        ,72021208,23.11.2020 00:00:00,EUROPAPIER ROMANIA SRL,7155.2,6012.76,0,1142.44
Factura        ,7025082,25.11.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,470.99,395.79,0,75.2
Factura        ,705052,25.11.2020 00:00:00,CONCRET CONSULT SRL,461.01,387.4,0,73.61
Factura        ,105070,26.11.2020 00:00:00,ANEMONA COM SRL,1280.2,1075.8,0,204.4
Factura        ,5833,02.12.2020 00:00:00,KOLOS GROUP SRL,256.47,215.52,0,40.95
Factura        ,7025163,02.12.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,1098.44,923.04,0,175.4
Factura        ,2104944,03.12.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,396.86,333.49,0,63.37
Factura        ,7025227,04.12.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,429.89,361.25,0,68.64
Factura        ,72021806,04.12.2020 00:00:00,EUROPAPIER ROMANIA SRL,2560.85,2151.97,0,408.88
Factura        ,7025282,08.12.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,379.31,318.75,0,60.56
Factura        ,707214,09.12.2020 00:00:00,CONCRET CONSULT SRL,756.09,635.37,0,120.72
Factura        ,72022137,09.12.2020 00:00:00,EUROPAPIER ROMANIA SRL,4093.6,3440,0,653.6
Factura        ,1617,10.12.2020 00:00:00,PIM SERVICE SRL,874.92,735.22,0,139.7
Factura        ,5880,10.12.2020 00:00:00,KOLOS GROUP SRL,641.17,538.8,0,102.37
Factura        ,72022263,10.12.2020 00:00:00,EUROPAPIER ROMANIA SRL,801.44,673.47,0,127.97
Factura        ,72022291,10.12.2020 00:00:00,EUROPAPIER ROMANIA SRL,1403.61,1179.5,0,224.11
Factura        ,105519,14.12.2020 00:00:00,ANEMONA COM SRL,724.71,609,0,115.71
Factura        ,1090604,14.12.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,776.45,652.48,0,123.97
Factura        ,50678,14.12.2020 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,1656.24,1391.8,0,264.44
Factura        ,11377,15.12.2020 00:00:00,PHONUS SRL,1799.28,1512,0,287.28
Factura        ,7025444,15.12.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,426.2,358.13,0,68.07
Factura        ,72022609,15.12.2020 00:00:00,EUROPAPIER ROMANIA SRL,2863.01,2399.18,0,463.83
Factura        ,1090713,16.12.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,289.15,242.98,0,46.17
Factura        ,72022712,16.12.2020 00:00:00,EUROPAPIER ROMANIA SRL,339.12,284.97,0,54.15
Factura        ,708766,17.12.2020 00:00:00,CONCRET CONSULT SRL,756.13,635.41,0,120.72
Factura        ,72022779,17.12.2020 00:00:00,EUROPAPIER ROMANIA SRL,2046.8,1720,0,326.8
Factura        ,7025556,21.12.2020 00:00:00,LECOM BIROTICA ARDEAL SRL,465.17,390.87,0,74.3
Factura        ,709478,21.12.2020 00:00:00,CONCRET CONSULT SRL,555.02,466.4,0,88.62
Factura        ,72023013,21.12.2020 00:00:00,EUROPAPIER ROMANIA SRL,5441.02,4572.28,0,868.74
Factura        ,105756,23.12.2020 00:00:00,ANEMONA COM SRL,1113.84,936,0,177.84
Factura        ,1719,23.12.2020 00:00:00,VERLA SRL,556.35,467.52,0,88.83
Factura        ,1630,31.12.2020 00:00:00,PIM SERVICE SRL,630.5,529.9,0,100.6
Factura        ,1000463670,05.01.2021 00:00:00,ANTALIS SA,2227.5,1871.8,0,355.7
Factura        ,710795,05.01.2021 00:00:00,CONCRET CONSULT SRL,619.01,520.18,0,98.83
Factura        ,72100105,05.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,2046.8,1720,0,326.8
Factura        ,72100139,05.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,5090.18,4277.42,0,812.76
Factura        ,5958,06.01.2021 00:00:00,KOLOS GROUP SRL,769.41,646.56,0,122.85
Factura        ,72100177,06.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,61.05,51.3,0,9.75
Factura        ,2107484,07.01.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,517.33,434.73,0,82.6
Factura        ,7025680,07.01.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,248.7,208.99,0,39.71
Factura        ,72100392,11.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,6091.35,5118.76,0,972.59
Factura        ,1636,13.01.2021 00:00:00,PIM SERVICE SRL,1000,840.32,0,159.68
Factura        ,7025781,13.01.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,309.52,260.1,0,49.42
Factura        ,712047,13.01.2021 00:00:00,CONCRET CONSULT SRL,1182.01,993.28,0,188.73
Factura        ,8879227,14.01.2021 00:00:00,PC GARAGE SRL,1509.21,1268.24,0,240.97
Factura        ,72100883,18.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,2046.8,1720,0,326.8
Factura        ,1643,21.01.2021 00:00:00,PIM SERVICE SRL,1199.89,1008.29,0,191.6
Factura        ,1092887,22.01.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1485.66,1248.45,0,237.21
Factura        ,2108825,22.01.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,444.47,373.5,0,70.97
Factura        ,7025981,22.01.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,769.53,646.64,0,122.89
Factura        ,72101256,22.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,6145.16,5164,0,981.16
Factura        ,72101297,22.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,1414.19,1188.38,0,225.81
Factura        ,106213,26.01.2021 00:00:00,ANEMONA COM SRL,618.27,519.55,0,98.72
Factura        ,7026034,26.01.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,64.26,54,0,10.26
Factura        ,7026042,26.01.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,900,756.28,0,143.72
Factura        ,714162,26.01.2021 00:00:00,CONCRET CONSULT SRL,1452.22,1220.34,0,231.88
Factura        ,72101521,27.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,2046.8,1720,0,326.8
Factura        ,7210567,27.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,295.12,248,0,47.12
Factura        ,72101639,28.01.2021 00:00:00,EUROPAPIER ROMANIA SRL,2046.8,1720,0,326.8
Factura        ,41102,29.01.2021 00:00:00,ADISON COMPANY S.R.L.,259.46,218.03,0,41.43
Factura        ,7026145,01.02.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,224.34,188.52,0,35.82
Factura        ,72101827,01.02.2021 00:00:00,EUROPAPIER ROMANIA SRL,5652.18,4749.68,0,902.5
Factura        ,715337,02.02.2021 00:00:00,CONCRET CONSULT SRL,767.36,644.84,0,122.52
Factura        ,6059,03.02.2021 00:00:00,KOLOS GROUP SRL,1667.06,1400.89,0,266.17
Factura        ,72102018,03.02.2021 00:00:00,EUROPAPIER ROMANIA SRL,1079.14,906.83,0,172.31
Factura        ,72102124,04.02.2021 00:00:00,EUROPAPIER ROMANIA SRL,1726.63,1450.93,0,275.7
Factura        ,72102186,05.02.2021 00:00:00,EUROPAPIER ROMANIA SRL,3259.77,2739.23,0,520.54
Factura        ,72102380,09.02.2021 00:00:00,EUROPAPIER ROMANIA SRL,4093.6,3440,0,653.6
Factura        ,7026389,12.02.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1466.7,1232.46,0,234.24
Factura        ,72102660,12.02.2021 00:00:00,EUROPAPIER ROMANIA SRL,4709.78,3957.8,0,751.98
Factura        ,2886,16.02.2021 00:00:00,PROFI PAPER SRL,4998,4200,0,798
Factura        ,717777,16.02.2021 00:00:00,CONCRET CONSULT SRL,583.25,490.13,0,93.12
Factura        ,10061,17.02.2021 00:00:00,ROYAL INTERCOM SRL,1277.38,1073.36,0,204.02
Factura        ,42369 19,17.02.2021 00:00:00,ADISON COMPANY S.R.L.,427.25,359.03,0,68.22
Factura        ,718277,18.02.2021 00:00:00,CONCRET CONSULT SRL,1868.05,1569.79,0,298.26
Factura        ,72103027,18.02.2021 00:00:00,EUROPAPIER ROMANIA SRL,3533.03,2968.87,0,564.16
Factura        ,72103427,24.02.2021 00:00:00,EUROPAPIER ROMANIA SRL,4819.89,4050.25,0,769.64
Factura        ,7026650,25.02.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,209.38,175.95,0,33.43
Factura        ,7026698,01.03.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,394.49,331.5,0,62.99
Factura        ,72103740,01.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,4093.6,3440,0,653.6
Factura        ,106914,04.03.2021 00:00:00,ANEMONA COM SRL,649.16,545.5,0,103.66
Factura        ,72104027,04.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,4093.6,3440,0,653.6
Factura        ,7026823,05.03.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1300.37,1092.72,0,207.65
Factura        ,720928,05.03.2021 00:00:00,CONCRET CONSULT SRL,1262.45,1060.88,0,201.57
Factura        ,72104112,05.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,365.3,306.97,0,58.33
Factura        ,72104327,10.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,4086.46,3434,0,652.46
Factura        ,72104702,15.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,4345.67,3651.79,0,693.88
Factura        ,72104714,15.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,315.32,264.97,0,50.35
Factura        ,3079,16.03.2021 00:00:00,PROFI PAPER SRL,4998,4200,0,798
Factura        ,72104891,17.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,1028.64,864.4,0,164.24
Factura        ,72104922,17.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,549.74,461.96,0,87.78
Factura        ,72104993,18.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,4093.6,3440,0,653.6
Factura        ,72104995,18.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,1499.4,1260,0,239.4
Factura        ,723290,19.03.2021 00:00:00,CONCRET CONSULT SRL,1154.64,970.27,0,184.37
Factura        ,11826,22.03.2021 00:00:00,PHONUS SRL,865.73,727.5,0,138.23
Factura        ,2885,23.03.2021 00:00:00,ARTIS  FILM SRL,4474.4,3760,0,714.4
Factura        ,72105450,25.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,3310.97,2782.31,0,528.66
Factura        ,1737,26.03.2021 00:00:00,PIM SERVICE SRL,939.96,789.88,0,150.08
Factura        ,1097316,30.03.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,2327.89,1956.18,0,371.71
Factura        ,7027275,30.03.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,1364.49,1146.59,0,217.9
Factura        ,72105760,30.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,4212.6,3540,0,672.6
Factura        ,724872,30.03.2021 00:00:00,CONCRET CONSULT SRL,436.13,366.46,0,69.67
Factura        ,10128,31.03.2021 00:00:00,ROYAL INTERCOM SRL,2198.26,1846,0,352.26
Factura        ,1300,31.03.2021 00:00:00,ASYCO SAFETY TRADE S.R.L.,724.47,608.05,0,116.42
Factura        ,72105849,31.03.2021 00:00:00,EUROPAPIER ROMANIA SRL,4623.71,3885.45,0,738.26
Factura        ,11861,01.04.2021 00:00:00,PHONUS SRL,225.24,189,0,36.24
Factura        ,6265,05.04.2021 00:00:00,KOLOS GROUP SRL,832.93,699.93,0,133
Factura        ,7027368,05.04.2021 00:00:00,LECOM BIROTICA ARDEAL SRL,38.56,32.4,0,6.16
